,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,display_team_name,year_x,primary_pos_formatted,fielding_runs_prevented,outs_above_average_x,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted,player_id_y,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,resp_fielder_id,year_y,outs_above_average_y,outs_per_play,rel_league_burst_distance,rel_league_reaction_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n,n_outs
95,95,95,95,95,95,Caratini,Victor,605170.0,Brewers,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50%,48%,2%,605170.0,158.0,MIL,C,28.0,94.0,,4.85,24.9,,,,,,,,,,,
96,96,96,96,96,96,Carlson,Dylan,666185.0,Cardinals,,CF,3.0,3.0,-1.0,1.0,3.0,1.0,3.0,1.0,86%,85%,1%,666185.0,138.0,STL,CF,23.0,176.0,,4.32,28.1,666185.0,2022.0,0.0,46.3,-0.6,-0.9,0.6,-0.8,33.3,67.0,31.0
97,97,97,97,97,97,Carpenter,Kerry,681481.0,Tigers,,LF,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,87%,89%,-2%,681481.0,116.0,DET,DH,24.0,33.0,,4.42,27.3,681481.0,2022.0,-1.0,16.7,-0.3,1.7,-3.3,-1.9,30.3,6.0,1.0
98,98,98,98,98,98,Carpenter,Matt,572761.0,Yankees,,3B,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81%,79%,2%,572761.0,147.0,NYY,DH,36.0,33.0,,4.54,26.1,572761.0,2022.0,-1.0,20.0,-1.8,-0.6,0.4,-2.0,31.3,5.0,1.0
99,99,99,99,99,99,Carroll,Corbin,682998.0,D-backs,,LF,5.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,90%,79%,11%,682998.0,109.0,AZ,LF,21.0,52.0,31.0,4.05,30.7,682998.0,2022.0,5.0,76.2,2.2,-0.1,-0.1,1.9,35.4,21.0,16.0
100,100,100,100,100,100,Casali,Curt,592200.0,Giants,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,92%,8%,592200.0,136.0,SEA,C,33.0,34.0,,4.99,24.6,,,,,,,,,,,
101,101,101,101,101,101,Casas,Triston,671213.0,Red Sox,,1B,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,67%,66%,1%,671213.0,111.0,BOS,1B,22.0,27.0,,4.63,24.9,,,,,,,,,,,
102,102,102,102,102,102,Castellanos,Nick,592206.0,Phillies,,RF,-9.0,-10.0,-1.0,-4.0,-3.0,-1.0,-4.0,-6.0,81%,85%,-4%,592206.0,143.0,PHI,RF,30.0,202.0,,4.43,27.7,592206.0,2022.0,-11.0,28.9,-1.7,-0.1,-0.2,-2.0,32.0,76.0,22.0
103,103,103,103,103,103,Castillo,Diego,660636.0,Pirates,,SS,-1.0,-2.0,-1.0,2.0,-2.0,-1.0,1.0,-2.0,73%,74%,-1%,660636.0,134.0,PIT,SS,24.0,88.0,,4.57,27.3,660636.0,2022.0,0.0,33.3,-1.9,0.1,-0.2,-1.9,31.9,12.0,4.0
104,104,104,104,104,104,Castro,Harold,605612.0,Tigers,,2B,-10.0,-13.0,-5.0,-6.0,0.0,-2.0,-12.0,-1.0,66%,71%,-5%,605612.0,116.0,DET,1B,28.0,159.0,,4.5,26.2,,,,,,,,,,,
105,105,105,105,105,105,Castro,Rodolfo,666801.0,Pirates,,2B,-3.0,-4.0,-5.0,-1.0,2.0,0.0,0.0,-4.0,75%,76%,-1%,666801.0,134.0,PIT,2B,23.0,100.0,,4.45,27.3,,,,,,,,,,,
106,106,106,106,106,106,Castro,Willi,650489.0,Tigers,,2B,0.0,0.0,2.0,2.0,-3.0,-2.0,-1.0,1.0,82%,82%,0%,650489.0,116.0,DET,RF,25.0,136.0,,4.29,28.4,650489.0,2022.0,0.0,45.5,1.0,1.4,-0.8,1.6,34.9,33.0,15.0
107,107,107,107,107,107,Cave,Jake,595909.0,Twins,,CF,0.0,-1.0,1.0,0.0,1.0,-2.0,0.0,0.0,84%,85%,-1%,595909.0,142.0,MIN,LF,29.0,49.0,,4.31,28.0,595909.0,2022.0,-1.0,42.3,-0.7,-0.2,-0.6,-1.5,31.8,26.0,11.0
108,108,108,108,108,108,Celestino,Gilberto,665482.0,Twins,,CF,2.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,90%,89%,1%,665482.0,142.0,MIN,CF,23.0,151.0,1.0,4.5,27.9,665482.0,2022.0,3.0,61.0,-0.2,-0.1,0.2,-0.1,34.4,59.0,36.0
109,109,109,109,109,109,Chang,Yu,644374.0,---,,2B,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,82%,80%,2%,644374.0,111.0,BOS,2B,26.0,61.0,,4.52,28.4,,,,,,,,,,,
110,110,110,110,110,110,Chapman,Matt,656305.0,Blue Jays,,3B,1.0,1.0,2.0,-1.0,-1.0,1.0,3.0,-1.0,73%,72%,1%,656305.0,141.0,TOR,3B,29.0,150.0,,4.44,28.4,,,,,,,,,,,
111,111,111,111,111,111,Chavis,Michael,656308.0,Pirates,,1B,-4.0,-6.0,0.0,-1.0,0.0,-5.0,-6.0,0.0,64%,66%,-2%,656308.0,134.0,PIT,1B,26.0,133.0,1.0,4.36,28.9,,,,,,,,,,,
112,112,112,112,112,112,Chisholm Jr.,Jazz,665862.0,Marlins,,2B,2.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,83%,82%,1%,665862.0,146.0,MIA,2B,24.0,70.0,12.0,4.18,29.2,,,,,,,,,,,
113,113,113,113,113,113,Choi,Ji-Man,596847.0,Rays,,1B,1.0,2.0,0.0,2.0,2.0,-2.0,-1.0,3.0,75%,74%,1%,596847.0,139.0,TB,1B,31.0,111.0,,4.57,25.0,,,,,,,,,,,
114,114,114,114,114,114,Clemens,Kody,665019.0,Tigers,,3B,2.0,3.0,1.0,0.0,1.0,0.0,4.0,-1.0,77%,74%,3%,665019.0,116.0,DET,3B,26.0,38.0,,4.47,27.3,,,,,,,,,,,
115,115,115,115,115,115,Clement,Ernie,676391.0,---,,3B,1.0,1.0,2.0,-1.0,0.0,-1.0,0.0,1.0,75%,74%,1%,676391.0,133.0,OAK,3B,26.0,67.0,,4.32,28.3,676391.0,2022.0,0.0,50.0,0.1,0.5,0.1,0.7,35.6,6.0,3.0
116,116,116,116,116,116,Collins,Zack,641470.0,Pirates,,1B,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,78%,64%,14%,641470.0,134.0,PIT,DH,27.0,20.0,,,24.2,,,,,,,,,,,
117,117,117,117,117,117,Contreras,Mark,676628.0,Twins,,CF,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,92%,86%,6%,676628.0,142.0,MIN,CF,27.0,17.0,,4.35,28.4,676628.0,2022.0,2.0,71.4,0.7,-0.4,-0.2,0.1,33.2,14.0,10.0
118,118,118,118,118,118,Contreras,William,661388.0,Braves,,LF,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0%,55%,-55%,661388.0,144.0,ATL,C,24.0,126.0,,4.51,27.0,,,,,,,,,,,
119,119,119,119,119,119,Cooper,Garrett,643265.0,Marlins,,1B,1.0,1.0,-2.0,2.0,1.0,1.0,-2.0,3.0,71%,70%,1%,643265.0,146.0,MIA,1B,31.0,150.0,,4.66,26.2,,,,,,,,,,,
120,120,120,120,120,120,Cordero,Franchy,614173.0,Red Sox,,LF,-7.0,-9.0,-4.0,-3.0,0.0,-2.0,-4.0,-5.0,73%,78%,-5%,614173.0,111.0,BOS,1B,27.0,73.0,4.0,4.27,28.6,614173.0,2022.0,-1.0,40.0,0.0,1.0,-0.8,0.1,31.4,10.0,4.0
121,121,121,121,121,121,Correa,Carlos,621043.0,Twins,,SS,-2.0,-3.0,4.0,2.0,-7.0,-1.0,-1.0,-2.0,78%,79%,-1%,621043.0,142.0,MIN,SS,27.0,180.0,1.0,4.58,27.1,,,,,,,,,,,
122,122,122,122,122,122,Crawford,Brandon,543063.0,Giants,,SS,6.0,7.0,3.0,7.0,-3.0,0.0,8.0,-1.0,72%,70%,2%,543063.0,137.0,SF,SS,35.0,154.0,,4.54,25.3,,,,,,,,,,,
123,123,123,123,123,123,Crawford,J.P.,641487.0,Mariners,,SS,-8.0,-11.0,-3.0,-3.0,-3.0,-2.0,-11.0,0.0,75%,77%,-2%,641487.0,136.0,SEA,SS,27.0,230.0,,4.45,26.8,,,,,,,,,,,
124,124,124,124,124,124,Cron,C.J.,543068.0,Rockies,,1B,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,-1.0,68%,67%,1%,543068.0,115.0,COL,1B,32.0,175.0,,4.84,25.2,,,,,,,,,,,
125,125,125,125,125,125,Cronenworth,Jake,630105.0,Padres,,2B,2.0,3.0,4.0,0.0,-2.0,2.0,0.0,3.0,77%,76%,1%,630105.0,135.0,SD,2B,28.0,222.0,1.0,4.34,28.2,,,,,,,,,,,
126,126,126,126,126,126,Crook,Narciso,643271.0,Cubs,,RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67%,68%,-1%,,,,,,,,,,,,,,,,,,,,
127,127,127,127,127,127,Cruz,Oneil,665833.0,Pirates,,SS,-7.0,-9.0,-3.0,-2.0,-4.0,-1.0,-6.0,-3.0,77%,80%,-3%,665833.0,134.0,PIT,SS,23.0,123.0,52.0,4.2,29.9,,,,,,,,,,,
128,128,128,128,128,128,Culberson,Charlie,518586.0,Rangers,,3B,-5.0,-6.0,-2.0,-1.0,-3.0,-1.0,-5.0,-1.0,75%,80%,-5%,518586.0,140.0,TEX,3B,33.0,55.0,,4.33,27.9,,,,,,,,,,,
129,129,129,129,129,129,Dalbec,Bobby,666915.0,Red Sox,,1B,-1.0,-1.0,2.0,-2.0,0.0,-1.0,-1.0,0.0,73%,73%,0%,666915.0,111.0,BOS,1B,27.0,86.0,,4.49,28.3,,,,,,,,,,,
130,130,130,130,130,130,Davidson,Matt,571602.0,---,,3B,-2.0,-2.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,50%,58%,-8%,571602.0,133.0,OAK,3B,31.0,8.0,,,24.4,,,,,,,,,,,
131,131,131,131,131,131,Davis,Brendon,663478.0,Tigers,,3B,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,60%,88%,-28%,,,,,,,,,,,,,,,,,,,,
132,132,132,132,132,132,Davis,J.D.,605204.0,---,,3B,-2.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,59%,62%,-3%,605204.0,137.0,SF,DH,29.0,96.0,,4.71,26.5,,,,,,,,,,,
133,133,133,133,133,133,Davis,Jaylin,664041.0,Red Sox,,RF,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100%,95%,5%,664041.0,111.0,BOS,RF,27.0,7.0,,,28.1,,,,,,,,,,,
134,134,134,134,134,134,Davis,Jonathan,641505.0,Brewers,,CF,4.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,92%,84%,8%,641505.0,158.0,MIL,CF,30.0,30.0,,4.41,28.1,641505.0,2022.0,4.0,70.6,1.8,0.6,-0.2,2.3,36.4,17.0,12.0
135,135,135,135,135,135,Daza,Yonathan,602074.0,Rockies,,CF,-2.0,-2.0,-1.0,-1.0,2.0,-3.0,-3.0,1.0,86%,87%,-1%,602074.0,115.0,COL,CF,28.0,202.0,,4.35,28.2,602074.0,2022.0,0.0,45.2,-0.5,1.0,-0.7,0.1,34.0,62.0,28.0
136,136,136,136,136,136,De La Cruz,Bryan,650559.0,Marlins,,CF,-2.0,-2.0,-2.0,-1.0,1.0,-1.0,-2.0,0.0,86%,87%,-1%,650559.0,146.0,MIA,CF,25.0,116.0,1.0,4.52,27.8,650559.0,2022.0,0.0,51.1,-0.3,-0.2,0.3,-0.2,33.3,47.0,24.0
137,137,137,137,137,137,DeJong,Paul,657557.0,Cardinals,,SS,3.0,5.0,3.0,-1.0,3.0,0.0,4.0,0.0,76%,75%,1%,657557.0,138.0,STL,SS,28.0,46.0,,4.47,27.8,,,,,,,,,,,
138,138,138,138,138,138,DeLuzio,Ben,641512.0,Cardinals,,CF,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,95%,84%,11%,641512.0,138.0,STL,CF,27.0,9.0,5.0,,30.2,641512.0,2022.0,1.0,80.0,2.3,1.9,-2.8,1.3,34.7,5.0,4.0
139,139,139,139,139,139,Dean,Austin,621573.0,Giants,,LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,100%,0%,,,,,,,,,,,,,,,,,,,,
140,140,140,140,140,140,Demeritte,Travis,641513.0,Braves,,RF,-2.0,-2.0,1.0,-1.0,-1.0,-1.0,-2.0,0.0,83%,86%,-3%,641513.0,144.0,ATL,RF,27.0,31.0,,4.46,28.3,641513.0,2022.0,-2.0,33.3,-1.6,-0.7,-0.4,-2.7,29.7,15.0,5.0
141,141,141,141,141,141,Devers,Rafael,646240.0,Red Sox,,3B,-2.0,-2.0,-2.0,0.0,0.0,0.0,-3.0,0.0,70%,70%,0%,646240.0,111.0,BOS,3B,25.0,193.0,,4.57,25.5,,,,,,,,,,,
142,142,142,142,142,142,Diaz,Jordan,672478.0,Athletics,,2B,-3.0,-4.0,-2.0,1.0,-2.0,-1.0,-2.0,-2.0,60%,70%,-10%,672478.0,133.0,OAK,2B,21.0,35.0,,4.78,26.2,,,,,,,,,,,
143,143,143,143,143,143,Diaz,Yusniel,666783.0,Orioles,,RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,100%,0%,,,,,,,,,,,,,,,,,,,,
144,144,144,144,144,144,Dickerson,Corey,572816.0,Cardinals,,LF,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,89%,88%,1%,572816.0,138.0,STL,LF,33.0,126.0,,4.35,27.0,572816.0,2022.0,0.0,47.6,-0.4,0.1,0.0,-0.3,31.9,21.0,10.0
145,145,145,145,145,145,Difo,Wilmer,594694.0,D-backs,,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83%,89%,-6%,,,,,,,,,,,,,,,,,,,,
146,146,146,146,146,146,Dixon,Brandon,641525.0,Padres,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80%,72%,8%,,,,,,,,,,,,,,,,,,,,
147,147,147,147,147,147,Donaldson,Josh,518626.0,Yankees,,3B,4.0,6.0,0.0,4.0,3.0,-2.0,7.0,-2.0,74%,73%,1%,518626.0,147.0,NYY,3B,36.0,156.0,,4.58,25.7,,,,,,,,,,,
148,148,148,148,148,148,Donovan,Brendan,680977.0,Cardinals,,2B,-3.0,-3.0,3.0,-3.0,-3.0,0.0,-3.0,0.0,76%,77%,-1%,680977.0,138.0,STL,2B,25.0,218.0,1.0,4.38,27.2,680977.0,2022.0,-4.0,33.3,-1.1,1.0,-0.9,-1.1,32.9,21.0,7.0
149,149,149,149,149,149,Downs,Jeter,669023.0,Red Sox,,2B,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,64%,66%,-2%,669023.0,111.0,BOS,2B,23.0,6.0,,,28.6,,,,,,,,,,,
150,150,150,150,150,150,Dozier,Hunter,641531.0,Royals,,3B,-6.0,-7.0,-3.0,-2.0,-1.0,-1.0,-6.0,-1.0,73%,76%,-3%,641531.0,118.0,KC,1B,30.0,165.0,,4.49,27.9,641531.0,2022.0,-3.0,22.2,-2.8,-2.2,0.3,-5.0,28.4,18.0,4.0
151,151,151,151,151,151,Drury,Brandon,592273.0,---,,2B,1.0,1.0,1.0,-3.0,2.0,1.0,-1.0,2.0,68%,68%,0%,592273.0,135.0,SD,3B,29.0,192.0,,4.52,27.0,,,,,,,,,,,
152,152,152,152,152,152,Dubon,Mauricio,643289.0,---,,SS,5.0,7.0,0.0,4.0,1.0,1.0,2.0,5.0,87%,84%,3%,643289.0,117.0,HOU,CF,27.0,90.0,,4.28,28.2,643289.0,2022.0,-1.0,47.8,0.7,0.2,-0.1,0.8,35.1,23.0,11.0
153,153,153,153,153,153,Duffy,Matt,622110.0,Angels,,3B,-1.0,-2.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,72%,73%,-1%,622110.0,108.0,LAA,3B,31.0,89.0,,4.56,26.8,,,,,,,,,,,
154,154,154,154,154,154,Duggar,Steven,621453.0,---,,CF,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,93%,95%,-2%,621453.0,108.0,LAA,CF,28.0,15.0,,,28.0,,,,,,,,,,,
155,155,155,155,155,155,Dunand,Joe,656388.0,Marlins,,2B,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,91%,86%,5%,,,,,,,,,,,,,,,,,,,,
156,156,156,156,156,156,Duran,Ezequiel,677649.0,Rangers,,3B,-1.0,-2.0,-3.0,-1.0,2.0,0.0,-4.0,2.0,70%,71%,-1%,677649.0,140.0,TEX,3B,23.0,84.0,7.0,4.34,29.1,,,,,,,,,,,
157,157,157,157,157,157,Duran,Jarren,680776.0,Red Sox,,CF,-2.0,-2.0,0.0,2.0,-4.0,0.0,-1.0,-1.0,84%,86%,-2%,680776.0,111.0,BOS,CF,25.0,90.0,14.0,4.13,29.2,680776.0,2022.0,-2.0,43.9,0.6,1.6,-1.5,0.7,35.2,41.0,18.0
158,158,158,158,158,158,Duvall,Adam,594807.0,Braves,,LF,5.0,5.0,2.0,2.0,1.0,0.0,4.0,2.0,93%,90%,3%,594807.0,144.0,ATL,CF,33.0,78.0,,4.46,27.9,594807.0,2022.0,2.0,56.7,0.4,1.0,-0.5,0.9,35.0,30.0,17.0
159,159,159,159,159,159,Diaz,Aledmys,649557.0,Astros,,SS,2.0,3.0,4.0,-1.0,2.0,-2.0,1.0,2.0,78%,76%,2%,649557.0,117.0,HOU,LF,31.0,119.0,1.0,4.34,27.7,649557.0,2022.0,-1.0,40.0,1.2,1.1,-0.3,2.0,33.7,10.0,4.0
160,160,160,160,160,160,Diaz,Lewin,650331.0,Marlins,,1B,3.0,4.0,1.0,0.0,3.0,0.0,0.0,4.0,78%,75%,3%,650331.0,146.0,MIA,1B,25.0,39.0,,4.76,24.6,,,,,,,,,,,
161,161,161,161,161,161,Diaz,Yandy,650490.0,Rays,,3B,-6.0,-7.0,3.0,-2.0,-9.0,1.0,-9.0,1.0,68%,70%,-2%,650490.0,139.0,TB,3B,30.0,224.0,,4.53,27.1,,,,,,,,,,,
162,162,162,162,162,162,Eaton,Nate,681987.0,Royals,,RF,-1.0,-2.0,0.0,-1.0,-2.0,1.0,1.0,-3.0,74%,76%,-2%,681987.0,118.0,KC,3B,25.0,42.0,11.0,4.17,29.7,681987.0,2022.0,2.0,58.3,1.6,-0.7,0.6,1.4,34.9,12.0,7.0
163,163,163,163,163,163,Edman,Tommy,669242.0,Cardinals,,2B,14.0,19.0,8.0,5.0,4.0,1.0,11.0,8.0,82%,79%,3%,669242.0,138.0,STL,SS,27.0,246.0,12.0,4.25,28.8,,,,,,,,,,,
164,164,164,164,164,164,Ellis,Drew,656403.0,---,,3B,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,65%,74%,-9%,,,,,,,,,,,,,,,,,,,,
165,165,165,165,165,165,Encarnacion,Jerar,666464.0,Marlins,,RF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92%,91%,1%,666464.0,146.0,MIA,LF,24.0,27.0,,4.48,27.8,,,,,,,,,,,
166,166,166,166,166,166,Engel,Adam,641553.0,White Sox,,CF,3.0,3.0,-1.0,-1.0,2.0,2.0,3.0,0.0,91%,89%,2%,641553.0,145.0,CWS,CF,30.0,83.0,9.0,4.2,29.1,641553.0,2022.0,2.0,51.5,1.7,-0.9,0.5,1.2,35.5,33.0,17.0
167,167,167,167,167,167,Escobar,Alcides,444876.0,Nationals,,SS,-2.0,-3.0,-1.0,0.0,-2.0,0.0,-1.0,-2.0,70%,72%,-2%,444876.0,120.0,WSH,SS,35.0,42.0,1.0,4.41,28.2,,,,,,,,,,,
168,168,168,168,168,168,Escobar,Eduardo,500871.0,Mets,,3B,-5.0,-6.0,-1.0,-8.0,2.0,1.0,-6.0,0.0,65%,66%,-1%,500871.0,121.0,NYM,3B,33.0,139.0,,4.29,27.9,,,,,,,,,,,
169,169,169,169,169,169,Espinal,Santiago,669289.0,Blue Jays,,2B,7.0,9.0,4.0,4.0,-1.0,1.0,6.0,3.0,73%,71%,2%,669289.0,141.0,TOR,2B,27.0,196.0,,4.38,27.0,,,,,,,,,,,
170,170,170,170,170,170,Estrada,Thairo,642731.0,Giants,,2B,1.0,2.0,5.0,0.0,-3.0,-1.0,1.0,1.0,74%,74%,0%,642731.0,137.0,SF,2B,26.0,220.0,6.0,4.3,28.3,,,,,,,,,,,
171,171,171,171,171,171,Fairchild,Stuart,656413.0,---,,LF,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,95%,93%,2%,656413.0,113.0,CIN,LF,26.0,32.0,2.0,4.26,29.0,656413.0,2022.0,1.0,75.0,0.7,-0.7,0.4,0.4,34.6,12.0,9.0
172,172,172,172,172,172,Farmer,Kyle,571657.0,Reds,,SS,-1.0,-2.0,1.0,4.0,-6.0,-1.0,-2.0,0.0,74%,75%,-1%,571657.0,113.0,CIN,SS,31.0,209.0,,4.58,26.8,,,,,,,,,,,
173,173,173,173,173,173,Fletcher,David,664058.0,Angels,,2B,6.0,8.0,2.0,2.0,2.0,2.0,6.0,2.0,85%,81%,4%,664058.0,108.0,LAA,2B,28.0,82.0,,4.48,26.1,,,,,,,,,,,
174,174,174,174,174,174,Flores,Wilmer,527038.0,Giants,,2B,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,-3.0,73%,73%,0%,527038.0,137.0,SF,2B,30.0,169.0,,4.71,25.2,,,,,,,,,,,
175,175,175,175,175,175,Florial,Estevan,664314.0,Yankees,,CF,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,80%,84%,-4%,664314.0,147.0,NYY,CF,24.0,12.0,1.0,,27.9,664314.0,2022.0,2.0,62.5,1.1,0.8,0.0,1.9,36.1,8.0,5.0
176,176,176,176,176,176,Ford,Mike,645801.0,---,,1B,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,2.0,71%,72%,-1%,645801.0,108.0,LAA,1B,29.0,29.0,,4.79,24.2,,,,,,,,,,,
177,177,177,177,177,177,Fox,Lucius,665650.0,Nationals,,SS,-2.0,-3.0,-2.0,-2.0,1.0,0.0,-2.0,-1.0,71%,81%,-10%,665650.0,120.0,WSH,SS,24.0,13.0,3.0,,29.1,,,,,,,,,,,
178,178,178,178,178,178,Fraley,Jake,641584.0,Reds,,LF,-2.0,-2.0,-1.0,-1.0,-2.0,1.0,-2.0,0.0,81%,84%,-3%,641584.0,113.0,CIN,LF,27.0,75.0,,4.26,28.0,641584.0,2022.0,-3.0,21.7,0.2,-0.8,-0.2,-0.8,32.8,23.0,5.0
179,179,179,179,179,179,France,Ty,664034.0,Mariners,,1B,-4.0,-5.0,2.0,-2.0,-4.0,-1.0,-4.0,-1.0,67%,68%,-1%,664034.0,136.0,SEA,1B,27.0,220.0,,4.88,24.7,,,,,,,,,,,
180,180,180,180,180,180,Franco,Maikel,596748.0,Nationals,,3B,-2.0,-3.0,-2.0,4.0,-5.0,0.0,-3.0,0.0,69%,70%,-1%,596748.0,120.0,WSH,3B,29.0,135.0,,4.88,25.5,,,,,,,,,,,
181,181,181,181,181,181,Franco,Wander,677551.0,Rays,,SS,1.0,1.0,-1.0,-1.0,1.0,2.0,-2.0,3.0,79%,78%,1%,677551.0,139.0,TB,SS,21.0,131.0,1.0,4.29,27.8,,,,,,,,,,,
182,182,182,182,182,182,Frazier,Adam,624428.0,Mariners,,2B,4.0,6.0,3.0,3.0,-1.0,2.0,5.0,1.0,82%,80%,2%,624428.0,136.0,SEA,2B,30.0,221.0,,4.4,26.8,624428.0,2022.0,-1.0,64.3,-1.3,-0.8,-0.4,-2.5,31.7,14.0,9.0
183,183,183,183,183,183,Frazier,Clint,640449.0,Cubs,,RF,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,80%,90%,-10%,640449.0,112.0,CHC,DH,27.0,16.0,,,26.6,,,,,,,,,,,
184,184,184,184,184,184,Freeman,Freddie,518692.0,Dodgers,,1B,1.0,1.0,2.0,1.0,-2.0,-1.0,1.0,0.0,73%,73%,0%,518692.0,119.0,LAD,1B,32.0,252.0,,4.48,26.9,,,,,,,,,,,
185,185,185,185,185,185,Freeman,Tyler,671289.0,Guardians,,3B,-1.0,-2.0,-1.0,-1.0,-1.0,1.0,-2.0,0.0,60%,63%,-3%,671289.0,114.0,CLE,3B,23.0,40.0,,4.4,28.1,,,,,,,,,,,
186,186,186,186,186,186,Friedl,TJ,670770.0,Reds,,CF,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,88%,89%,-1%,670770.0,113.0,CIN,LF,26.0,72.0,,4.26,28.2,670770.0,2022.0,0.0,48.0,1.1,1.3,-1.2,1.1,34.3,25.0,12.0
187,187,187,187,187,187,Gallo,Joey,608336.0,---,,LF,-3.0,-3.0,-1.0,-1.0,-1.0,0.0,-4.0,1.0,85%,86%,-1%,608336.0,119.0,LAD,LF,28.0,62.0,,4.58,27.1,608336.0,2022.0,0.0,46.7,0.2,1.1,0.0,1.3,34.6,45.0,21.0
188,188,188,188,188,188,Gamel,Ben,592325.0,Pirates,,LF,-5.0,-6.0,-3.0,1.0,-6.0,1.0,-2.0,-4.0,79%,83%,-4%,592325.0,134.0,PIT,LF,30.0,131.0,1.0,4.35,27.9,592325.0,2022.0,-2.0,40.0,-0.8,-0.7,0.1,-1.5,32.4,45.0,18.0
189,189,189,189,189,189,Garcia,Aramis,605244.0,Reds,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50%,58%,-8%,605244.0,113.0,CIN,C,29.0,23.0,,4.69,26.0,,,,,,,,,,,
190,190,190,190,190,190,Garcia,Dermis,660650.0,Athletics,,1B,2.0,3.0,1.0,2.0,-1.0,1.0,1.0,2.0,75%,71%,4%,660650.0,133.0,OAK,1B,24.0,39.0,,4.65,27.4,,,,,,,,,,,
191,191,191,191,191,191,Garcia,Leury,544725.0,White Sox,,CF,0.0,0.0,-2.0,1.0,3.0,-2.0,-1.0,1.0,75%,74%,1%,544725.0,145.0,CWS,2B,31.0,131.0,4.0,4.18,28.4,544725.0,2022.0,1.0,61.5,1.8,-0.2,0.3,1.8,35.2,13.0,8.0
192,192,192,192,192,192,Garcia,Maikel,672580.0,Royals,,SS,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,63%,64%,-1%,672580.0,118.0,KC,SS,22.0,10.0,1.0,,28.5,,,,,,,,,,,
193,193,193,193,193,193,Garcia,Adolis,666969.0,Rangers,,CF,1.0,1.0,1.0,0.0,2.0,-2.0,2.0,-1.0,88%,88%,0%,666969.0,140.0,TEX,RF,29.0,197.0,12.0,4.35,27.9,666969.0,2022.0,1.0,53.5,0.3,0.6,-0.1,0.8,34.7,71.0,38.0
194,194,194,194,194,194,Garcia,Avisail,541645.0,Marlins,,RF,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,85%,85%,0%,541645.0,146.0,MIA,RF,31.0,140.0,,4.54,28.3,541645.0,2022.0,-2.0,41.0,-1.5,-0.9,0.6,-1.9,31.0,39.0,16.0
