,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
62,62,62,62,62,62,62,62,62,63,"Thursday, Jun 16",TOR,Home,BAL,L,2.0,10.0,9.0,37-26,2.0,10.0,Wells,Gausman,None,2:58,D,36832.0,0.92,-1,
63,63,63,63,63,63,63,63,63,64,"Friday, Jun 17",TOR,Home,NYY,L,3.0,12.0,9.0,37-27,2.0,11.0,Montgomery,Stripling,None,3:21,N,44688.0,1.05,-2,
64,64,64,64,64,64,64,64,64,65,"Saturday, Jun 18",TOR,Home,NYY,L,0.0,4.0,9.0,37-28,2.0,12.0,Taillon,Manoah,None,3:05,D,45055.0,0.96,-3,
65,65,65,65,65,65,65,65,65,66,"Sunday, Jun 19",TOR,Home,NYY,W,10.0,9.0,9.0,38-28,2.0,11.0,Garcia,Peralta,Romano,3:41,D,44395.0,0.94,1,
66,66,66,66,66,66,66,66,66,67,"Monday, Jun 20",TOR,@,CHW,L,7.0,8.0,9.0,38-29,2.0,12.0,Lynn,Berríos,Kelly,2:55,N,22482.0,0.85,-1,
67,67,67,67,67,67,67,67,67,68,"Tuesday, Jun 21",TOR,@,CHW,L-wo,6.0,7.0,12.0,38-30,2.0,12.0,Velasquez,Gage,None,4:23,N,20529.0,0.89,-2,
68,68,68,68,68,68,68,68,68,69,"Wednesday, Jun 22",TOR,@,CHW,W,9.0,5.0,9.0,39-30,2.0,12.0,Stripling,Giolito,None,3:07,D,19406.0,0.92,1,
69,69,69,69,69,69,69,69,69,70,"Friday, Jun 24",TOR,@,MIL,W,9.0,4.0,9.0,40-30,2.0,11.5,Manoah,Houser,None,3:16,N,32166.0,0.79,2,
70,70,70,70,70,70,70,70,70,71,"Saturday, Jun 25",TOR,@,MIL,L,4.0,5.0,9.0,40-31,3.0,11.5,Burnes,Kikuchi,Hader,3:10,D,34768.0,0.85,-1,
71,71,71,71,71,71,71,71,71,72,"Sunday, Jun 26",TOR,@,MIL,L,3.0,10.0,9.0,40-32,3.0,12.5,Gustave,Berríos,None,2:51,D,35503.0,0.84,-2,
72,72,72,72,72,72,72,72,72,73,"Monday, Jun 27",TOR,Home,BOS,W,7.0,2.0,9.0,41-32,3.0,12.5,Gausman,Seabold,None,2:59,N,25498.0,0.96,1,
73,73,73,73,73,73,73,73,73,74,"Tuesday, Jun 28",TOR,Home,BOS,W-wo,6.0,5.0,9.0,42-32,2.0,12.5,Romano,Danish,None,3:21,N,27140.0,0.94,2,
74,74,74,74,74,74,74,74,74,75,"Wednesday, Jun 29",TOR,Home,BOS,L,5.0,6.0,10.0,42-33,3.0,13.5,Strahm,Phelps,None,3:54,N,27601.0,0.96,-1,
75,75,75,75,75,75,75,75,75,76,"Thursday, Jun 30",TOR,Home,TBR,W,4.0,1.0,9.0,43-33,2.0,12.5,Kikuchi,Yarbrough,Cimber,2:55,N,22987.0,0.94,1,
76,76,76,76,76,76,76,76,76,77,"Friday, Jul 1",TOR,Home,TBR,W,9.0,2.0,9.0,44-33,2.0,12.0,Berríos,Kluber,None,2:58,D,44445.0,0.93,2,
77,77,77,77,77,77,77,77,77,78,"Saturday, Jul 2 (1)",TOR,Home,TBR,L,2.0,6.0,9.0,44-34,2.0,14.0,McClanahan,Lawrence,None,2:47,D,39426.0,0.89,-1,
78,78,78,78,78,78,78,78,78,79,"Saturday, Jul 2 (2)",TOR,Home,TBR,L,5.0,11.0,9.0,44-35,2.0,14.0,Garza,Hatch,None,2:41,N,24180.0,0.96,-2,
79,79,79,79,79,79,79,79,79,80,"Sunday, Jul 3",TOR,Home,TBR,L,3.0,7.0,9.0,44-36,3.0,14.0,Baz,Stripling,Adam,3:27,D,35757.0,0.96,-3,
80,80,80,80,80,80,80,80,80,81,"Monday, Jul 4",TOR,@,OAK,L,1.0,5.0,9.0,44-37,3.0,14.5,Irvin,Manoah,None,2:27,N,24403.0,0.84,-4,
81,81,81,81,81,81,81,81,81,82,"Tuesday, Jul 5",TOR,@,OAK,L,3.0,5.0,9.0,44-38,4.0,14.5,Martinez,Kikuchi,Trivino,2:40,N,4846.0,0.84,-5,
